dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6
0,0.9466718226821291,17.331012667790176,17.051128202713752,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.11599149902724981,21.232152195491523,19.71654447639327,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.7036410021574274,22.99081620087344,23.269837145725006,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.19201418447609586,21.409379577360625,20.399169583805786,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.889677712671202,18.74951707226165,19.6176209421832,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.6088040030698469,25.721098149520913,23.46510903692694,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.9369796566382684,17.428290549677527,17.552796420931266,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.8378705390259199,21.91451024340509,21.248520276907787,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.5561089875537258,24.35147058187603,23.311856866500364,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.7148391505145746,23.366805016696585,23.19328144172943,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.29770973355751096,20.335472838643454,21.367990197953624,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
0,0.11876728068691,19.741000516710205,19.741000516710205,6,moderate,331,4.776021655264943,1.1711727968871994,18.743888468071066,7.87194406650472,5.3282637685566545,-8.4877694056068,7.362215111601699,-8.330881889075641,-8.74978598554186
