dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3
0,0.8244694759132818,3.0436098020022193,3.0436098020022193,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.18134973249719977,7.056166323432582,8.05964370472613,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.8773267682070526,8.884164763564076,8.19791733274788,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.4995513073466392,-5.692810090526878,-6.048896764784828,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.9649264332226785,18.862686695201,19.593657892404504,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.0035455468097308485,18.13352570071834,18.4132352591191,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.9236443466383851,13.32885861650984,13.760354168069652,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.6294439132345442,-5.345789470506715,-6.430449323948204,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.30429755499935185,1.982352098681206,1.1932837732062,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.3409250820666343,0.7013016335742328,-0.6031272119980229,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.14073518071401658,10.671180525488865,10.474251229433674,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.4870017758565621,-6.723948252013861,-5.790666901533179,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.8810467202447803,8.77158885376263,8.6076590150574,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.452995036426048,-5.60728304041619,-4.923592819545593,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.474998180057971,-5.512490488111033,-5.511855655988182,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.8823405312666681,7.026532381845916,8.751655558634054,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.66746374681864,-6.276728828706486,-5.633051063463661,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.08182876022062369,15.570611401357606,13.97135611242017,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.02782342549816197,18.52073703553745,17.076006434845706,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.7200334601203576,-3.869167137455907,-3.744337858001252,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.7118220014362387,-3.013407410139675,-4.102573936024007,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.039873174017249324,16.81497243912338,16.396952135645734,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.4660086472527343,-5.940817610199794,-5.2833324131888775,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.36739491178429673,-1.798189404961136,-1.798189404961136,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.599222981650628,-7.0438768181892275,-6.749463796471568,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.7246866725635803,-3.530593409103242,-3.530593409103242,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.191987336271224,5.471189911712336,7.432933595759477,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.5282189229250877,-6.552286382673446,-6.504766181668905,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.2914430995815821,1.0273916033175414,1.8580531212075633,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
0,0.1394911947543831,11.474872207558008,10.548472990534323,3,low,61,4.262771798835784,1.3803191439910392,18.604659960156674,-53.841135811416365,-42.40098946775571,102.8693635143723
1,0.03375471042320832,6.830452367224688,6.975030295677599,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
1,0.48910750796558466,12.22417041650959,11.85640442384498,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
1,0.8460850972808829,20.443089567026266,20.34071226354995,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
1,0.41140199980977443,10.619138715965258,10.63146414226896,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
1,0.6314153737307647,15.156364658946819,14.63435809692505,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
1,0.290943237266134,10.733081850201664,9.089592013428119,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
1,0.5428002889302094,13.595349693720241,12.819390644579475,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
1,0.22818137990330378,8.6309239547731,8.439558190490724,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
1,0.2402763294204019,8.664797892816836,8.557309450663837,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
1,0.9534575270642959,23.978801056312353,23.978801056312353,3,low,62,0.941769783777475,2.365144025489871,6.791415658053217,5.1780109858487515,7.5418434762148445,6.223359173163612
