dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2
0,0.12014424638559051,-29.6986876466598,-29.091501238901774,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.629049349192578,-35.372793826894025,-35.372793826894025,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.3195305047820237,-32.797429154302314,-33.230698848758486,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.683800229172848,-35.20935785116021,-35.20935785116021,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.5494114180514099,-36.901472328691895,-35.31948155241682,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.9138104858116181,-32.0795818184623,-32.741631200168285,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.3549621596416971,-34.15676482656112,-33.7399986378116,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.4988681266913976,-35.61579611299167,-35.10671800813971,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.4786185313618445,-34.680596994119306,-34.982493926445194,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.3091694095567512,-33.57437759559396,-33.06886458666735,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.1392673944695828,-28.164385444361475,-29.582233700788372,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.512723270783551,-35.14586585522421,-35.17886470972586,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.7742924017669258,-33.64395253953861,-34.58181569895611,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.08087121423334132,-28.021322830184157,-28.021322830184157,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.9660430221579676,-32.59272343779319,-31.780345226728464,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.03175241878589152,-29.10283970838439,-26.564783801188756,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.1327476195702323,-29.06702554166105,-29.417159733101474,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.32544844182655597,-33.49619638909774,-33.32051378645919,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.9720758777867937,-31.613762503287976,-31.65975800270823,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.013972680281393535,-25.010361006970246,-26.00520907003442,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.6059749717735501,-36.19315124822828,-35.392839326377704,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.27550465210412667,-31.720695816839875,-32.5027365306359,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.45667175670412885,-35.46840028048642,-34.822674948678554,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.10609157870410624,-30.78334498631063,-28.718208017827386,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.7917600024706911,-34.08537999228986,-34.40940028923141,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.9695469976269299,-31.64038663854199,-31.710547275940495,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.9793143023440237,-32.23274280257231,-31.51246106190659,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.4159556405607888,-36.30207963034206,-34.456793935538315,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.5050099634882547,-34.31608706144868,-35.13998813403467,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
0,0.8804030352346718,-33.81655507977551,-33.27865958626207,2,moderate,701,1.3046058348194802,2.8129579174162496,-25.553387496171993,-32.71603809001202,27.193612030540933
1,0.15477465967875348,-2.7377153627526507,-2.7377153627526507,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.29961914845675286,-2.261209852019069,-1.814710937704576,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.7836747247743239,2.523237024523736,2.617625082882822,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.8267152870855635,2.9111702461198625,3.1121716330808615,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.2022928758963105,-2.0658290054671595,-2.4553860596426387,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.910945378243015,5.619964212437828,4.127455901540845,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.16004088095043856,-3.4316944568008725,-2.707411224622893,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.17678465532123333,-1.408470237865915,-2.6094286621330687,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.9871409156914995,4.043031046995264,5.100011280576598,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.9408979974486367,4.503637237939834,4.503637237939834,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.8213680907244437,2.573354442943812,3.0498387184925115,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.08382455374555797,-2.940690163920834,-3.1220527731262586,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.6450523186862166,0.739219863657328,1.1363088410779192,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.8784453993521252,4.463333287701403,3.728267716901624,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.017389386769372406,-4.247934979754254,-3.4415244375099525,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.04298600783670792,-3.823631995684721,-3.323063998211339,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.33584322922124243,-3.0815443277119696,-1.554838861690709,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.11798476404630232,-2.6869509540093053,-2.9425705078152835,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.6901776364215301,1.5998382129703057,1.5998382129703057,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.5733614179413556,1.1466496527081138,0.4369731090942032,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.7768974858703319,2.7580179584358366,2.5412477093884034,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.9714299733654103,5.388182851275766,4.895270668301142,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.15201087924259815,-6.575270593168196,-2.7535211086996565,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
1,0.2600285811994816,-2.518779020110188,-2.085445705048231,2,moderate,702,1.4500535706507647,1.7587812750616092,-3.518692672119118,4.36067596703743,4.42723047611075
