dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1
0,0.417022004702574,-42.04713944976661,-40.822396201166434,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.7203244934421581,-26.225626152836604,-27.372044292176444,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.00011437481734488664,-60.605852164213935,-59.310719059321215,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.30233257263183977,-44.38306861116782,-45.908451472272596,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.14675589081711304,-52.866228859837086,-52.80770616661081,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.0923385947687978,-55.22091347271362,-55.22091347271362,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.1862602113776709,-51.500580959617885,-51.05583457573419,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.34556072704304774,-44.187155253862976,-43.99144152084379,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.39676747423066994,-40.83198977729134,-41.72061027033083,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.538816734003357,-35.91446121754325,-35.42124708246517,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.4191945144032948,-42.136348458857036,-40.726053371531826,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.6852195003967595,-29.006024240093318,-28.928821858313285,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.20445224973151743,-50.60481606015896,-50.249084460303486,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.8781174363909454,-22.027379616398218,-20.374506552752745,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.027387593197926163,-60.21589973774465,-58.10125194800939,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.6704675101784022,-29.882186050359515,-29.583018467841427,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.41730480236712697,-38.920541155771645,-40.80985516293399,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
0,0.5586898284457517,-35.41936003682878,-34.539948300903546,1,low,1,2.5514924197508106,3.105038379014906,-59.31579116258422,44.34632885765234
