dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1
0,0.6988330453104777,-15.110563909847553,-14.344261588091072,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.6204050964998576,-12.710193098074152,-13.616859596666483,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.43796526448626427,-11.63009360960662,-11.924770244153866,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.7639187013491009,-14.989974961984007,-14.947916745897004,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.2642984561685089,-11.990311714163564,-10.31404875863184,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.8032765428417419,-15.016373916028204,-15.312952077230868,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.38966490030863465,-10.946159518040771,-11.476794979950817,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.6305931116540443,-13.711351198502383,-13.711351198502383,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.10778620503517389,-9.231207188973968,-8.862432021444947,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.7429530336645515,-15.208045161886817,-14.753464785128365,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.8384817211794188,-14.789471854631485,-15.639472370310575,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.5550537467643667,-13.406790044368242,-13.010740188205762,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.8208739762806799,-15.613679092888368,-15.47616440550882,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.17909026382983018,-8.126618293139897,-9.523761498378372,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.4385444282808727,-11.26886022847737,-11.930141861083136,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.2368952679431906,-11.561587473524677,-10.059890209431327,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.09129924803808465,-9.343048197844308,-8.709519118148535,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.34429124791617194,-11.055964324438186,-11.055964324438186,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.5602187791504106,-14.298133928509522,-13.058644728619706,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.5529004422940847,-13.359926242460727,-12.990768762412022,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.6299845450177278,-13.539983181692325,-13.705706876677263,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.08189013417954971,-14.586864170238007,-8.622251654673674,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.1452359837874766,-9.84510939732549,-9.20977049014077,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.19097131389113597,-9.571134644352483,-9.633955626949522,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.8661714230637085,-16.212242979294782,-15.896288270739406,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.25269838251088084,-10.52244719538692,-10.206460624462915,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.6794840847354027,-14.70685185628962,-14.164804230506839,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.17699175676855905,-9.983679679521453,-9.504298306511998,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.791829449430457,-15.824362802583027,-15.206782801230826,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
0,0.03898073114862266,-8.224276370493987,-8.224276370493987,1,high,1201,3.735098790304007,2.785296308799545,-7.862738654734486,-9.274780259535342
1,0.5548885157179304,-5.977378401062678,-5.187455588728446,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.9503424302821183,-3.006659777734665,-2.696736394446161,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.3481890807634709,-5.4060900324147,-6.489327263600464,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.40849108640727294,-5.435783298632021,-6.1095222916955585,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.4157068289296014,-6.40976289745801,-6.064074800244706,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.7248749309449869,-4.404122869395969,-4.116816478631722,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.2074159436606544,-8.318244322928363,-7.375970034624053,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.027363929637205686,-8.510006115140827,-8.510006115140827,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.05006399607170242,-8.367032461074984,-8.367032461074984,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.8104149247893591,-4.378090152911986,-3.578053055890628,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.24707271433641276,-6.507153086967738,-7.126196606501041,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.2934889776106395,-5.127289778155419,-6.8338493225162935,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.6866386081137835,-4.692185459115342,-4.357643385856569,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.5479191555541384,-4.517308482629369,-5.231351270355352,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.7368229183000005,-2.73474069569607,-4.041563508962753,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.5713433124427035,-5.245661670670596,-5.0838170191480385,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
1,0.8058526729842043,-2.3327366125860856,-3.6067878533518463,1,high,1202,3.1305317660153076,3.8410957769027787,-8.682354553905151,6.298380424498254
