dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3
0,0.24450701965090682,-35.1931572319394,-36.138376991153386,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.797747944469045,-33.20252305817947,-32.87299466088032,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.640707244519585,-31.097849539131946,-34.039639337593265,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.8686500027074923,-32.57108137379218,-31.867119411459978,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.9061142347583785,-31.1707260861906,-31.1707260861906,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.2010386960443742,-36.44637430443672,-36.76629400531943,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.30952361804991546,-35.72573632915653,-35.442483948753676,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.05206449374499034,-40.08897243102751,-40.21223243111214,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.15373452419536748,-36.87797943329572,-37.625381433699204,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.8579680984010847,-32.90251313520695,-32.043508611027015,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.9613302658220363,-29.59253546524644,-29.901913384112977,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.24901182680820244,-35.21292551623627,-36.0812982144469,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.006140194506832897,-40.090567340506766,-41.76666089187662,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.0800773445628864,-38.52993769921096,-39.388302476088484,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.746640297305621,-32.606446560417155,-33.38588116064017,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.5437923179772162,-34.98497086623585,-34.36035966028865,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.6902941539985343,-32.48565093787333,-33.789956837442396,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.6483234719428745,-34.006436570414536,-34.006436570414536,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.4625735582979895,-33.027655193070345,-34.59484744919722,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.723082084197037,-32.094826454844814,-33.57302936905274,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
0,0.3378459019656159,-33.70089358215476,-35.21558260372578,3,moderate,2401,1.8269294825338087,3.3527934223009437,-41.99472594250292,37.54481447870015,-65.69892572294887,41.327227194212696
