dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2
0,0.28605382166051563,-88.74734998204553,-89.9560544420077,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.958105566519,-115.17435246350787,-113.96970324283059,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.770312932218878,-100.12775221759753,-101.39246692841864,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.9868700030924629,-117.25669639781664,-116.2980507720302,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.20816546190472118,-90.9414138215801,-90.9414138215801,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.13691704884382816,-92.94305515343888,-92.52829793918728,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.9083738022899002,-110.19600063035568,-110.19600063035568,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.06863851797712028,-95.54411485187777,-94.66365471949804,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.07533272233965715,-93.79383632514688,-94.427701761636,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.5435346894873128,-91.20779219298589,-92.26967336652241,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.089399716518068,-94.43978157692523,-93.95071910981186,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.3823932675263133,-89.38038965236122,-89.82016526964539,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.6685604396811187,-96.47844059620851,-96.47844059620851,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.4291690225618433,-90.8474273751616,-90.18607444784682,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.043956307486403334,-95.35048057696585,-95.58360054937056,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.1942859887490206,-91.1936105303632,-91.19917462141393,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.4466594839727708,-91.08719983648199,-90.39541414505955,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.06257327810201052,-95.7130932464773,-94.88243114275488,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.2975672820151686,-88.31087951089793,-89.8768059582646,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.943630899917515,-114.24256492430186,-112.83842463916285,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.28281107576109743,-89.9010050670612,-89.98146174574212,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.2676935465528436,-89.48678692382722,-90.11781645576916,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.4072190041343883,-89.38899543626023,-89.97921155493633,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.8259904029529642,-105.34404262114681,-104.64684792303879,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.5067006631921283,-91.36688119297516,-91.41436009518304,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
0,0.2694753810459143,-88.24167664506481,-90.10021192803302,2,low,31,2.0014260509741657,3.8659378128608006,-97.41657254841147,44.53572635536048,-64.5155051274345
