dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6
0,0.7697943163974402,-9.427443908534253,-8.30661548976753,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.17682170109882434,-17.57885253686889,-18.227878521657953,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.3107103198609541,-16.862559618132053,-17.631974362179797,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.8003138770743804,-6.597542850265899,-6.647784394020749,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.5744945095930365,-14.750514833011765,-14.750514833011765,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.7699707726508938,-9.698706461417824,-8.297675331897056,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.9507612213339105,4.592029232098079,5.75654354380248,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.7527890133167677,-9.771618904776926,-9.134881314559308,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.4467353086962528,-16.51918035625251,-16.60245058129801,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.5264562122686818,-17.349385647603743,-15.590154166523327,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.6063412306824685,-14.51004254378948,-14.070743355983716,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.5770061232689631,-14.594433820978226,-14.7007600407296,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
0,0.953819105116979,4.171705228956232,6.100081981996652,6,low,151,4.033136128869249,1.365829443516238,-18.909096734968944,4.354020130083648,-5.158671529266103,12.436923195384376,2.8775144608000183,3.912093374290737,12.333439551057907
