dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5
0,0.7292022682547407,-6.789193263816539,-5.439845340263581,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.33838050620709403,-13.298044125165609,-14.167539408031407,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.5352496706028113,-11.801528846391948,-10.860747894277525,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.09372137901089639,-18.942983191670137,-15.268871438585135,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.7243696724693734,-6.4328089340238614,-5.602569431728651,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.2276225202400879,-15.791268788076103,-15.077451881888082,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.6074412231977089,-8.808164822173518,-9.101812771045552,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.9905021456884371,5.927039814899142,5.860756675672375,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.44756847661761945,-8.142810243857095,-12.600770752769114,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.733961895271091,-5.162695738368654,-5.278118961384771,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.0826948845645652,-15.241137255414275,-15.241137255414275,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.5299905979504733,-10.977287605429222,-10.977287605429222,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.9880843831156069,5.367749102814726,5.730287427885419,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.08401109957852393,-15.259369690772331,-15.244788642970873,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.6937449830790494,-6.521661909731945,-6.599527730772034,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.48369112556785776,-10.711348169530815,-11.936093027064477,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.657633081393221,-9.257155270974609,-7.7007739293667585,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.6267109526078659,-8.0633555328987,-8.581477973717917,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.5962002254775445,-9.047959909818692,-9.395365668553211,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.20891528301153262,-16.34751595158604,-15.163619957883887,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.015875054886748896,-15.220788046678624,-14.936466019971762,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.4998315425631956,-13.136484102852998,-11.615511356991341,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.3137698995685142,-15.509739253468007,-14.428886271277316,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.6930088321021187,-7.648067949064062,-6.622772852845685,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.3552238229228205,-14.845594147067555,-13.96919882991691,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.11301912250034585,-15.153081504439827,-15.301722586708047,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
0,0.19557830407702315,-16.142731737768266,-15.213179784004367,5,low,401,3.8626495266699106,1.882817619862701,-14.83045485268377,-7.073934100816031,24.80570384997843,9.328462395781749,-13.737812346440192,7.88681477689725
