dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5
0,0.256800880301729,7.443499765065344,7.143218829754241,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.03751904073714318,8.391005196261125,8.391005196261125,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.9621217613176958,-2.239704553091734,-1.8918366979921653,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.4502474416941842,6.6143100421483645,5.653608493743146,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.8486047097331468,-3.040643227436241,0.09845233390450217,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.005901795236425311,8.538855789887226,8.575431768371331,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.6560169554382161,4.125947107156616,3.2071083911353444,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.08892499875961357,9.834563559225996,8.102558273434438,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.2746181042425252,7.980241258064529,7.02991605445771,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.14881909049605957,7.7724986599099735,7.7724986599099735,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.9309150666944223,-2.6486887557216097,-1.349002636215174,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.2473442019032891,8.552507245374088,7.201954189285357,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.6120123390617457,5.025949205094542,3.814693156616909,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.39467275008103764,6.379237614181697,6.149191213268145,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.3105686094542296,6.1617183264342446,6.789372754422551,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.6354463213852547,4.109714149356561,3.496737367150326,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
0,0.0935475890955757,7.645084354110062,8.077034410955088,5,moderate,3001,1.878563697267262,0.9200609303588583,8.610684212243328,-5.997763342288144,4.233662506157578,-11.334714755639183,-5.153799156937719,7.10812950483693
