dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4
0,0.6388847474062153,4.841388928896725,4.275916236019784,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.3376414090127472,8.618998721002784,7.949500892232603,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.08573118867707341,8.834674009780066,9.690079996756012,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.6366351473536305,4.087007915731233,4.318886732977394,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.44821627516708384,6.2347020106683715,6.977718655281174,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.6764862831797576,2.9261054015022023,3.5079324560198546,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.28787749160071563,12.594026339243843,8.313502215514331,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.5424411039325006,1.6227151553973185,5.855043678882079,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.16631532438322794,8.074632330275158,9.13183281747121,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.4933538776791483,6.409032105383319,6.4825905356099245,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.13454157471483053,8.218172627344323,9.346744742028083,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.5102236860880663,6.133306775509918,6.278307094575508,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.21871011725233291,8.783467782495993,8.783467782495993,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.034677998167853774,10.443316522882812,10.075231053276516,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.3137537935288712,7.583308277093074,8.128095021323716,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.7979635636896456,1.9123048658701425,0.27982848937537586,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.7596725116741712,2.588397423897826,1.4339388554012278,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.829999698387202,0.37762261154851307,-0.7950234917267556,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.23964593483068108,7.882646472056921,8.64373509868615,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.46957833236417834,8.08439312789686,6.752182152984968,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.5702292675945022,4.8921821208877265,5.4514166365411105,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
0,0.5991507843783815,4.511286095221882,4.989146455086782,4,moderate,271,3.483315939106104,1.880452508840791,10.356773388591284,-8.382930162706991,7.961687214618373,-9.610578210344858,-8.815267818205985
