dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1
0,0.13860706452767413,14.013842617272358,14.844463537027819,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.9883836502156281,25.557993466507956,25.226350448287,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.46426665154837277,18.69996349433858,18.823110467243172,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.9850264325886134,24.92919784365719,25.185334663282834,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.15927227530339794,14.690033215319795,15.096934462779686,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.004123807705247562,11.818431840152867,13.201455260142966,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.6352839055083149,21.378216761412858,20.912461739552977,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.4045529953648491,17.917858818113693,18.093577039285435,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.6945130116824217,21.492016781733305,21.63607532518352,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.24538049060124323,15.70432694856678,16.148935386797685,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.48738176248552967,18.188292500347853,19.105512302893295,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.045980808525266315,13.945155735135408,13.71283043366121,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.6592024465556906,22.01265019667439,21.204679238150135,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.4825966442084737,15.654472626769241,19.047051576102174,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
0,0.1946792985332948,15.52950899734341,15.52950899734341,1,moderate,601,1.3821496710162315,3.96282768069001,13.15107389407485,12.217195773703642
