dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1
0,0.19231509107958367,5.811207777725561,6.810982022132269,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.41963774708085455,5.555763305810822,5.555763305810822,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.4720019001694571,6.716066684044706,5.266621580224225,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.8689922841330769,4.0216050008074316,3.074540206038681,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.39760922328209325,3.080596856467342,5.6773992916449085,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.9856101158413928,2.146359993302794,2.4306057756038872,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.13178747667261337,8.417878363291925,7.145200334527371,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.032227568435305165,8.09356575327098,7.694945188001265,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.9552884443719426,2.5980344437714424,2.5980344437714424,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.005857418206367981,7.074114528302998,7.840554546530779,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.8445092602294074,3.8423983599034797,3.2097293261053568,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.3319989805141731,6.321351814679967,6.039682603626917,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.20079182109561955,6.5280732146528955,6.7641756441121546,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.9213377802661648,2.09723889280104,2.7855014994831127,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.7718585843323114,3.691024319649664,3.61088814477994,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.8333448124642168,1.9180319036156261,3.27137660772159,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.6360148723020845,4.825906177241236,4.360983066396413,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.8205659808604407,3.3308942695771275,3.3419381121661362,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.8238436361386459,3.777044031448676,3.3238397214327904,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.3943764575877322,6.448342005069627,5.69524981335015,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.4034203152596556,6.458993663016096,5.6453118985939446,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.4783864599840305,4.0924850619306135,5.231367641546501,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.8466965899161717,3.667684223221515,3.19765143994175,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.8502488652574391,1.7345932695997455,3.17803666606782,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.022736497368400777,7.407357152254695,7.747352503007512,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.982664015648756,2.3850640998005774,2.4468734022760628,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.6025287608598211,4.545884978764179,4.545884978764179,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.2439821436591243,4.992881479072654,6.525689510792612,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.012717790994465461,7.655307101517195,7.802673287900252,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
0,0.4984216855966177,5.684676201759419,5.120738148573739,1,high,3601,1.6077233825342514,2.1428407906587346,7.872897741403154,-5.521749298558393
1,0.7778289041080255,13.502574970633779,13.93736262091206,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.7408042144309499,15.10303371434315,14.145177569020603,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.769557205733008,13.275887299553393,13.983790628373203,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.2941928401662409,16.121918366899784,16.651951302359215,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.15639223623971654,17.050378759980532,17.42540884120924,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.95063112227948,12.967445403089245,12.967445403089245,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.09940468317135831,16.793123427788633,17.745272842421016,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.33839167182771634,15.889558243398119,16.403868793409114,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.09514558724193412,17.601354441239696,17.76917861468494,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.9019348708258433,12.933853158982378,13.240771366309511,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.3218253631598412,15.855528907763528,16.49685341005794,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.837575687362838,13.602011406086373,13.602011406086373,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.6779161788992343,14.140099372235106,14.498160239629286,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.954548387672255,13.933440034762548,12.945458282834434,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.7083439535841888,13.993187505527562,14.32737294951656,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.20205507668815326,15.31357811657796,17.169109034214337,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.4972918129380306,16.17678154540795,15.511982193756495,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.891484859383238,12.796780947182969,13.29942597232025,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.8720280418260113,13.408634653507821,13.408634653507821,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.3750816352130244,16.972108598416394,16.19793262207253,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.5944486434995196,16.212057869688792,14.966653066689487,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.29255093784029185,17.387486161186462,16.66116709456821,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.04108353715949997,17.04654849639448,18.072622133874756,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.46299901526411313,12.986182210403106,15.704463374051558,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.3681538428593937,17.2901350593311,16.236817453276608,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.2489826242797505,16.282961389256986,16.9057105843511,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.9787836487365789,12.349839843106201,12.809428796445575,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.9803677481501073,12.871895121556296,12.800537444747764,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.345240162790563,15.474952641282323,16.365429070983918,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
1,0.596025817846209,14.477654503089369,14.957800584524907,1,high,3602,4.066881397253708,3.1705734861790402,18.303218884782925,-5.61287481194519
2,0.2884148786229508,0.9175715019998727,2.214281762582905,1,high,3603,2.0113424902163937,1.5449895152538469,3.931019299220014,-5.952319605818348
