dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5
0,0.6988330453104777,-38.414040644246974,-37.64773832249049,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.6204050964998576,-35.76302738736175,-36.66969388595408,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.43796526448626427,-32.41419693375552,-32.708873568302764,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.7639187013491009,-37.880528686670544,-37.83847047058354,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.2642984561685089,-29.953277051447227,-28.2770140959155,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.8032765428417419,-37.2882795357861,-37.58485769698876,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.38966490030863465,-30.960864548498527,-31.491500010408576,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.6305931116540443,-36.832625780693306,-36.832625780693306,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.10778620503517389,-24.609382917352335,-24.240607749823315,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.7429530336645515,-38.3068902972773,-37.85230992051885,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.8384817211794188,-36.21808509619336,-37.068085611872455,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.5550537467643667,-35.83214028268792,-35.43609042652544,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.8208739762806799,-37.50111290949935,-37.3635982221198,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
0,0.17909026382983018,-24.693992789266293,-26.091135994504768,5,low,1201,3.735098790304007,2.785296308799545,-21.293700513263424,-28.76495361019541,17.02407308801127,-37.80598225662591,20.92963833211055,20.06784498602343
