dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2
0,0.3372799986122482,2.1938266249097733,1.4126895127626597,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.5935774835795399,-2.2029167717137677,-2.1440552610181776,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.6744317177824332,-3.8596330439032327,-3.414304193684823,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.5305333829940441,-1.3458577760619606,-1.2029301567624004,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.7176553829250676,-4.0868684654244545,-4.122520317322243,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.45118688435728316,-0.07986559051177888,-0.07986559051177888,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.8952193512846263,-7.245026004897083,-7.245026004897083,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.9301481132351316,-7.406297275254932,-7.899607626228722,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.7517737503656781,-4.360843732014021,-4.695892841171523,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.7159305551121068,-4.093870017607039,-4.093870017607039,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.3756828226131953,-0.1724636036781595,0.9252498402432863,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.7097727171326725,-2.231367953662758,-3.991848973057183,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.1919356509389154,3.0808469886343253,3.1123249929110592,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.009806253089595818,4.962423627755877,4.917868189124107,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.6653963061933621,-2.6197857434428333,-3.2688267864176463,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.21843323942888604,2.50030629219778,2.819586674442648,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.7863242160498015,-6.262923986843918,-5.289425430470263,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,4.7776669915400305e-05,4.649925191329924,5.004428865872104,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.7738939368896772,-5.986607523137166,-5.074394372045092,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.9699974534548058,-8.637564528504118,-8.662603438579252,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.9058654374867958,-5.171046053376926,-7.4431332888391335,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.9950165599545755,-7.548745522810448,-9.150467869186297,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.5376692276073202,-3.2614105559231907,-1.3072854241020069,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.3927531342911186,-0.5012237893643018,0.7034315236154377,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.7057480161647888,-3.8242257934829498,-3.925391844287034,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.814891037776719,-6.9894599804794915,-5.789969174980976,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.6832922092243955,-3.1562954502677845,-3.5578273037951775,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.7734088290782063,-4.188809035004228,-5.066036567367077,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.24212912990817337,3.538221435471626,2.5513346258349348,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
0,0.8208276573667412,-5.6746604430213194,-5.8951033639127965,2,low,301,2.2165759941714427,2.6994479474545274,5.004850112488516,-8.816734351362324,-5.436571942509604
1,0.636281212155408,-12.815078599255093,-12.46763699707355,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.825042341147564,-15.076493665947728,-15.462201106301736,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.34164473442625,-8.459673036090535,-8.415985870225239,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.7396392561891005,-14.960582390723726,-14.068756962162494,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.46915688634311037,-9.604762204959373,-10.076302408934401,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.5427906335375263,-11.072666063952829,-11.099816329796617,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.5456665670785761,-9.501204084811674,-11.140753783660001,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.13160124920745608,-6.306139799672521,-5.99095374081895,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.15321095381897876,-5.131954363233854,-6.2226471652480715,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.2566469118296688,-6.926780128402262,-7.388195554069371,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.43813099111258746,-10.40852712044655,-9.659233880614641,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.03926266768153275,-3.992978047897391,-5.046915652717998,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.7636646898131133,-14.136717873363079,-14.454312382654308,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.8290859237949536,-16.158470878738804,-15.529757490102671,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.24730551019268143,-8.141138624814147,-7.279091716777762,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.06485818935062504,-4.506615574968125,-5.301128370529012,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.2921261714511062,-6.086790554421562,-7.809529965105555,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.5139093714923729,-10.692715289612051,-10.692715289612051,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.3058150837753899,-7.38578393147716,-7.9750347871018095,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.12724558147797504,-6.306404826939498,-5.944747795339496,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.49677133237014426,-11.267710197367471,-10.454590318972267,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.41615909201871637,-8.63562004664507,-9.368964458200871,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.9461168598053938,-17.998167595556044,-17.54693578301465,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.8401023220372681,-17.339896777972154,-15.714534317113824,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.31051751925097526,-8.032267274474417,-8.032267274474417,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.5479912647678632,-11.173897520412666,-11.173897520412666,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.26512181877622076,-6.720435888496147,-7.4878390694050765,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.6566021729950816,-13.433468663716368,-12.775053442103799,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.20342561089672972,-5.764787035769221,-6.776799912950664,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
1,0.3244494001273154,-8.473546077132342,-8.202964433723798,2,low,302,3.472381091052714,3.440135491672205,-4.668092780376073,-9.476805609710423,-4.371036999759365
