true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
4,high,4501,3,0.8,0.2,"[-99.0931323592502, -53.69820504226839, 132.36019152674348, -106.04816906639404]"
4,high,4502,2,0.2,0.8,"[2.0835697515874307, 1.1312316955408794, -6.6153912615856045]"
4,high,4503,1,0.5714285714285714,0.42857142857142855,"[-7.146390141046565, 6.649263642301697]"
4,high,4504,1,0.2,0.8,"[1.485865434041466, 3.557637134847181]"
4,high,4505,2,0.0,1.0,"[-2.639983247556464, -5.08605277997683, 8.97890177516587]"
4,high,4506,1,0.8,0.2,"[6.561449009337141, -7.305654411327435]"
4,high,4507,4,0.6666666666666666,0.3333333333333333,"[10.309264041287149, -25.20747403215817, 115.08076579547246, -178.66887056140834, 94.53186149651408]"
4,high,4508,2,0.2,0.8,"[-18.32366261606866, -24.58048873670325, 24.388710325323895]"
4,high,4509,4,0.3333333333333333,0.6666666666666666,"[18.211193710329827, 7.9538372770499075, -71.43316037746533, 169.2660611912197, -103.2669364350311]"
4,high,4510,1,0.5,0.5,"[2.3530905247852822, -4.552628521582262]"
4,high,4511,1,0.3333333333333333,0.6666666666666666,"[-11.078349745232256, -11.958625102538411]"
4,high,4512,4,0.6666666666666666,0.3333333333333333,"[-3.272287876395956, 20.703771044696392, -120.09504655285235, 203.42858396013753, -111.33889364305301]"
4,high,4513,1,0.5714285714285714,0.42857142857142855,"[-46.345059402623775, -17.494083050701168]"
4,high,4514,3,0.6666666666666666,0.3333333333333333,"[1.5827850938900032, 3.1836094087119173, -19.19428931901658, 25.269749573465866]"
4,high,4515,2,0.0,1.0,"[0.748120809953058, 2.4084152171671764, 3.2374344229924272]"
4,high,4516,2,0.5714285714285714,0.42857142857142855,"[-1.5890288332553062, -0.3485092032331511, -7.774246185851781]"
4,high,4517,1,0.0,1.0,"[-2.129722296313135, -9.525499953902385]"
4,high,4518,3,0.8,0.2,"[5.906882157585682, -9.553906349637401, -7.230375091950223, 20.902224729133618]"
4,high,4519,1,0.0,1.0,"[3.1178274084675173, -5.8198895315185775]"
4,high,4520,3,0.6666666666666666,0.3333333333333333,"[9.162696319055925, 5.54410858882782, 29.22503746614875, -38.566220681218454]"
4,high,4521,2,0.0,1.0,"[-3.3912945858510537, 10.605619412365218, -15.45640491542579]"
4,high,4522,2,0.0,1.0,"[-2.6773538355248157, 6.675858025828004, -12.503518803492861]"
4,high,4523,2,0.0,1.0,"[-1.2418026579795196, -1.0516663592933175, -5.814734421326544]"
4,high,4524,2,0.0,1.0,"[-3.884342236990037, -6.108028559468354, 13.861835134746473]"
4,high,4525,2,1.0,0.0,"[6.418306743654908, 3.8306603636092427, 6.311055028103715]"
4,high,4526,2,0.0,1.0,"[-6.3863039149701795, 5.834565580711596, -12.510697584322182]"
4,high,4527,2,0.5,0.5,"[-2.8863261424945192, -1.4771659571458973, 8.476810726296737]"
4,high,4528,2,0.42857142857142855,0.5714285714285714,"[-1.670426552190315, -14.964000983824851, 8.180638989866654]"
4,high,4529,1,0.8,0.2,"[-10.574379774961297, -6.295726191624385]"
4,high,4530,2,0.2,0.8,"[3.1914816802911594, 29.456770579048026, -32.993749712150354]"
4,high,4531,1,0.8,0.2,"[-2.955441547851735, -4.032070225120736]"
4,high,4532,3,0.5714285714285714,0.42857142857142855,"[-7.192430488662858, 4.679336080835784, 33.85283680391226, -38.806748683031024]"
4,high,4533,2,0.6666666666666666,0.3333333333333333,"[-25.46509716222772, -11.541538773349643, 17.0765651318384]"
4,high,4534,3,0.8,0.2,"[-141.3437572302544, -44.32331894341431, 251.68559897813938, -220.74116944345153]"
4,high,4535,2,0.3333333333333333,0.6666666666666666,"[10.60968489535571, -19.859347586751863, 20.074591326024635]"
4,high,4536,2,0.5,0.5,"[-2.1259187897681655, 1.9034203598254233, 4.641932908665565]"
4,high,4537,1,0.5,0.5,"[6.2622436266624515, 7.207641737654459]"
4,high,4538,2,1.0,0.0,"[-9.388158831255057, 13.681589975523401, -18.587866280843457]"
4,high,4539,2,0.3333333333333333,0.6666666666666666,"[-3.1652454669583863, 5.055580248590572, -9.41038915779825]"
4,high,4540,4,0.5714285714285714,0.42857142857142855,"[-7.293551738830442, -23.993650937679064, 80.51924574319473, -166.42140609015175, 108.71906276775898]"
4,high,4541,3,0.5,0.5,"[-6.491774404437809, 5.526545673356362, 26.845165032519642, -29.592292682524057]"
