true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
3,moderate,2401,3,0.2,0.8,"[-41.62117996957477, 36.52329981869503, -57.483824395839505, 32.87464337387187]"
3,moderate,2402,3,0.5,0.5,"[-1.74866363796992, -12.198604861683448, 20.964227304177186, -21.14838089950484]"
3,moderate,2403,2,0.5,0.5,"[-11.020786680240732, -13.257260412193038, 22.65534110165993]"
3,moderate,2404,2,0.6666666666666666,0.3333333333333333,"[14.632965914694905, -31.722964845462386, 45.277975226773556]"
3,moderate,2405,2,0.8,0.2,"[-53.65033153655566, 30.11660341285189, -16.093995717074424]"
3,moderate,2406,3,0.3333333333333333,0.6666666666666666,"[81.44784548629401, -55.39773234064995, 150.99386301425082, -113.19099979383678]"
3,moderate,2407,1,0.2,0.8,"[-7.336296844672805, -12.160771555890785]"
3,moderate,2408,2,0.6666666666666666,0.3333333333333333,"[-9.838962872424696, 13.888326583347027, -24.27273897768158]"
3,moderate,2409,1,0.0,1.0,"[-9.826903178055069, 8.72145411377206]"
3,moderate,2410,2,0.3333333333333333,0.6666666666666666,"[-5.376802932402657, 14.207200525429938, -5.164016846146887]"
3,moderate,2411,2,0.5714285714285714,0.42857142857142855,"[13.368170286187501, -11.511280840358406, 22.592584834423917]"
3,moderate,2412,3,0.42857142857142855,0.5714285714285714,"[-47.56019901703562, 13.749301656881785, 5.34279243921505, -32.02331673109885]"
3,moderate,2413,2,0.5714285714285714,0.42857142857142855,"[4.249555610840352, 14.682517486777321, -27.673307317221656]"
3,moderate,2414,2,0.8,0.2,"[-4.82186803142465, 8.942332081007024, -16.372239879031813]"
3,moderate,2415,1,0.3333333333333333,0.6666666666666666,"[15.725839711332071, -12.638145926565286]"
3,moderate,2416,2,0.2,0.8,"[-6.245901610562791, -14.318910766967502, 5.215403172933812]"
3,moderate,2417,2,0.42857142857142855,0.5714285714285714,"[5.70896174189348, -0.9602784222801104, 11.567683918918199]"
3,moderate,2418,2,0.5714285714285714,0.42857142857142855,"[3.9560026736461475, -1.224538404103997, 10.29041569216941]"
3,moderate,2419,3,0.42857142857142855,0.5714285714285714,"[-7.517130601561613, -9.439243731798365, 22.780310395210382, -26.77950548658359]"
3,moderate,2420,2,0.5,0.5,"[8.169228762418417, 7.347567215683122, -15.852949472060862]"
3,moderate,2421,2,0.5,0.5,"[10.334087774857041, 12.044297553819913, -26.1757395595374]"
3,moderate,2422,2,0.42857142857142855,0.5714285714285714,"[-3.3725473867166866, -2.007553081877393, -7.133264021153649]"
3,moderate,2423,3,0.42857142857142855,0.5714285714285714,"[-3.1472898820624993, -11.620991357637406, 21.918820877422142, -25.79825899716936]"
3,moderate,2424,1,0.6666666666666666,0.3333333333333333,"[2.838543951683294, 10.754297717785514]"
3,moderate,2425,2,0.5,0.5,"[7.945564107492717, 4.146349491505286, -31.025468769602433]"
3,moderate,2426,2,0.8,0.2,"[-19.28404595385194, 16.703679283176616, -6.574849606171619]"
3,moderate,2427,2,0.5,0.5,"[-6.930995080369751, -3.926912619191321, -6.834862645292256]"
3,moderate,2428,2,1.0,0.0,"[-19.081397198953763, 10.817316705774608, -23.195922027094962]"
3,moderate,2429,2,0.8,0.2,"[10.330730006787675, 14.154568846111552, -31.01169322575764]"
3,moderate,2430,2,0.5,0.5,"[-7.3910317228376545, -14.512629683129944, 26.005108314912775]"
3,moderate,2431,2,0.3333333333333333,0.6666666666666666,"[8.075341751402258, -27.26840371671804, 26.741645992714215]"
3,moderate,2432,2,0.5,0.5,"[4.289788844118978, 2.7888370762997075, 8.181259341801832]"
3,moderate,2433,3,0.2,0.8,"[19.915115044162427, 19.78651621208474, 1.3636823798907183, -24.755437763036273]"
3,moderate,2434,3,0.42857142857142855,0.5714285714285714,"[488.6397678158984, 107.43493650369597, -217.66118004273798, 128.3103712151739]"
