true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
4,moderate,2701,3,0.3333333333333333,0.6666666666666666,"[27.015626430935367, 14.15853856564687, 32.209271058601516, -34.848650562949345]"
4,moderate,2702,2,0.5,0.5,"[6.543043038623964, -14.97912621511138, 6.572068362970274]"
4,moderate,2703,2,0.42857142857142855,0.5714285714285714,"[2.8508709687541534, 9.914490784507123, -17.655680517910984]"
4,moderate,2704,3,0.5,0.5,"[56.50084004507469, 48.573223593524375, -106.50349853019031, 77.39840744841692]"
4,moderate,2705,1,1.0,0.0,"[-9.921032512192959, -14.544937726557713]"
4,moderate,2706,3,0.2,0.8,"[4.356067104331538, 3.2884885861675905, 7.274579411576564, -17.10576588869721]"
4,moderate,2707,1,0.3333333333333333,0.6666666666666666,"[-8.094335730149266, 10.49215364493818]"
4,moderate,2708,1,0.5,0.5,"[-11.248138933361426, 11.31585666872847]"
4,moderate,2709,2,0.42857142857142855,0.5714285714285714,"[-4.668016293751608, -2.5275610833409026, -10.416555578194007]"
4,moderate,2710,2,0.5714285714285714,0.42857142857142855,"[-12.310360649442696, 27.0044618342044, -14.132287720067607]"
4,moderate,2711,1,0.8,0.2,"[-5.4132457974712125, 13.877379431540847]"
4,moderate,2712,2,0.5,0.5,"[-2.880181643805813, 2.573767629479491, 4.4282749274192215]"
4,moderate,2713,1,1.0,0.0,"[-6.190615279325705, 9.864655232990687]"
4,moderate,2714,1,0.0,1.0,"[3.6799648283025395, 7.742791119839378]"
4,moderate,2715,2,0.5,0.5,"[-10.795020259501362, 17.191407235773603, -26.84967709339496]"
4,moderate,2716,2,0.5714285714285714,0.42857142857142855,"[6.034791570236839, -5.0525001327677606, 19.024729838211424]"
4,moderate,2717,3,0.0,1.0,"[-3.169046304491319, -8.925997392768368, 19.704133834674735, -22.392696118580677]"
4,moderate,2718,3,0.5714285714285714,0.42857142857142855,"[-9.841425096258991, -2.0650383576330977, -10.974005591503447, 23.70932200996629]"
4,moderate,2719,3,0.2,0.8,"[9.231397194563652, -15.049720650344169, 87.5536282523432, -78.42734419135208]"
4,moderate,2720,2,0.3333333333333333,0.6666666666666666,"[6.70232017863846, 2.236290972870394, 5.571277642050367]"
4,moderate,2721,3,0.0,1.0,"[6.496992377472553, -7.813306344165643, -2.137767315416587, 20.486272058087067]"
4,moderate,2722,3,0.8,0.2,"[-25.701371672956352, 61.27683708636122, -148.9944346298775, 91.54611493305987]"
4,moderate,2723,3,0.42857142857142855,0.5714285714285714,"[-18.67780497907543, 0.75123498911606, -28.85116229263554, 33.380836157699264]"
4,moderate,2724,2,0.42857142857142855,0.5714285714285714,"[-5.737716019524397, 17.938363464316303, -31.577684869709543]"
4,moderate,2725,6,0.42857142857142855,0.5714285714285714,"[22.847834694243417, -3.6089485950347813, -274.07145523978556, 1484.9777478811266, -3253.9796206799006, 3297.5869359729827, -1252.2064639381124]"
