true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
3,low,601,2,0.42857142857142855,0.5714285714285714,"[6.627979296033893, -0.5046671657484251, 18.551937808193937]"
3,low,602,1,0.42857142857142855,0.5714285714285714,"[-7.829582233162258, -14.377838377357486]"
3,low,603,1,0.5,0.5,"[-9.064735277898702, -10.256161994897832]"
3,low,604,1,0.8,0.2,"[7.833311399841724, 17.20455578944292]"
3,low,605,2,1.0,0.0,"[4.685893704383728, 16.628647978108166, -27.108677412665457]"
3,low,606,2,0.3333333333333333,0.6666666666666666,"[-5.163134319415805, 1.4552117360781485, 10.604183358382928]"
3,low,607,3,0.3333333333333333,0.6666666666666666,"[-6.7652128599824515, -4.815633207428487, 6.259817490351292, -15.277670194718066]"
3,low,608,3,0.6666666666666666,0.3333333333333333,"[-15.88807087732223, -24.115653461221772, 7.5105359669594085, 22.11293132905006]"
3,low,609,2,0.0,1.0,"[-4.396856409004614, -10.73418480474057, 22.996582349712746]"
3,low,610,2,0.0,1.0,"[-5.064341179004685, 13.82649196984942, -23.234629789407972]"
3,low,611,3,0.42857142857142855,0.5714285714285714,"[9.497050349062922, -25.910982084377654, 46.66167047138017, -44.59908220212796]"
3,low,612,2,0.6666666666666666,0.3333333333333333,"[-5.318615996460998, -11.854021410459074, 21.838766635582456]"
3,low,613,2,0.5,0.5,"[-12.560611986474058, 19.32537207142669, -28.984990488565508]"
3,low,614,2,0.8,0.2,"[-32.55837133174589, 54.40092622217096, -47.268998213016054]"
3,low,615,2,0.0,1.0,"[9.374914788463927, -5.074984957430752, -11.982489252862496]"
3,low,616,1,0.8,0.2,"[-13.443569933449412, 12.203296544037627]"
3,low,617,2,0.6666666666666666,0.3333333333333333,"[4.9698021766077245, -9.252970486280127, -7.818432955416479]"
3,low,618,1,0.2,0.8,"[9.94010373289105, 10.840546557431152]"
3,low,619,2,0.5,0.5,"[-14.794511645495684, -20.575443802555466, 28.591570294822475]"
3,low,620,1,0.0,1.0,"[-7.833855327668702, -13.551064373237647]"
3,low,621,2,0.42857142857142855,0.5714285714285714,"[-5.90629672532668, -0.8787268678955806, -15.283657704416981]"
3,low,622,3,0.3333333333333333,0.6666666666666666,"[-15.404795915435336, 3.61338373041304, -29.604863666363684, 48.32571296514686]"
3,low,623,3,0.5,0.5,"[-12.256767419440024, 27.11001587567559, -1.029314851109881, -31.97152114917694]"
3,low,624,1,0.5,0.5,"[11.052773122503352, 16.0931269753095]"
3,low,625,2,0.5714285714285714,0.42857142857142855,"[8.578062035264521, -10.962747267086014, -5.680089147440213]"
3,low,626,2,0.6666666666666666,0.3333333333333333,"[23.719391281527717, -39.475799433274354, 49.69938847766982]"
3,low,627,2,0.2,0.8,"[4.041197893474548, -0.959004499748358, -10.66411906821226]"
3,low,628,1,0.5,0.5,"[25.162737253782456, 15.600903031465595]"
3,low,629,2,0.2,0.8,"[11.181670796354178, 7.072979604451707, 6.914192202108713]"
3,low,630,2,1.0,0.0,"[3.718673723774578, 1.8968461202037423, 11.310806159333506]"
3,low,631,3,0.2,0.8,"[7.307518907077561, -19.738454997853662, 23.351095154515896, -20.661905346175963]"
3,low,632,3,0.2,0.8,"[2.911377692868326, 19.826224639796415, -32.20811769491251, 35.24347626519066]"
3,low,633,1,0.8,0.2,"[-12.956597838607149, 20.3783986320025]"
