true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
2,low,301,1,0.5714285714285714,0.42857142857142855,"[5.486985123055949, -13.387453407809135]"
2,low,302,2,0.3333333333333333,0.6666666666666666,"[-3.945739943712016, -10.56207293370524, -4.852133875596029]"
2,low,303,2,0.8,0.2,"[-19.284185132352263, 42.575744170027775, -30.596338094241965]"
2,low,304,2,0.2,0.8,"[61.17573033458865, -44.858218633002856, 50.354003024395745]"
2,low,305,2,0.2,0.8,"[-7.387513412834692, -4.979885964579419, -9.303974832183611]"
2,low,306,2,0.5714285714285714,0.42857142857142855,"[-5.386843612659482, 4.501043372004769, 7.701792644722861]"
2,low,307,2,0.2,0.8,"[6.5023718187145505, 3.3952292632538223, 9.793558877978832]"
2,low,308,2,0.5714285714285714,0.42857142857142855,"[23.689120263609016, 40.75770012078483, -25.531484529458027]"
2,low,309,2,0.2,0.8,"[13.803301891730873, -4.54377161337399, -7.199701111257262]"
2,low,310,4,0.5714285714285714,0.42857142857142855,"[-8.860617140819837, 71.21772719610317, -216.29153462273771, 299.3299027401544, -134.26294920811773]"
2,low,311,2,0.6666666666666666,0.3333333333333333,"[6.648472826645311, 8.87106943531842, 8.854036910194925]"
2,low,312,2,0.3333333333333333,0.6666666666666666,"[-40.14871048127016, 29.900103619326487, -20.789209387552823]"
2,low,313,3,0.0,1.0,"[-4.775037481054934, -8.464113674952804, 48.661412431113334, -29.14001878052164]"
2,low,314,2,0.8,0.2,"[-36.600059830853056, -56.48265759483503, 58.87020241871097]"
2,low,315,2,0.6666666666666666,0.3333333333333333,"[-4.595754645388871, 6.707675152918656, 9.80900283828186]"
2,low,316,2,0.2,0.8,"[10.51768465438839, -12.78233098703546, 24.916679865984662]"
2,low,317,2,0.2,0.8,"[24.886450232439298, -20.07793143566306, 31.00425365568008]"
2,low,318,2,0.2,0.8,"[-60.90385326938271, -31.660944795513895, 53.35672115412772]"
2,low,319,2,0.5,0.5,"[-4.833894356663096, 5.873008186015515, 5.723655181184548]"
2,low,320,2,0.6666666666666666,0.3333333333333333,"[-23.977951129826085, 35.92140671825556, -17.321214356969794]"
