true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
2,moderate,2101,3,1.0,0.0,"[42.16565711453568, 35.204169584192016, -44.79661829099821, 19.41648449289819]"
2,moderate,2102,2,0.2,0.8,"[3.3087648119687794, 2.0759343832817745, -13.366722853517956]"
2,moderate,2103,2,0.6666666666666666,0.3333333333333333,"[5.310251644894526, -7.221632855688256, -9.41723833785931]"
2,moderate,2104,1,0.5714285714285714,0.42857142857142855,"[-4.8664764979992725, -11.273884760008205]"
2,moderate,2105,1,0.2,0.8,"[-1.324828005656258, -9.881711483108]"
2,moderate,2106,2,0.42857142857142855,0.5714285714285714,"[-26.349212625561456, -21.397386454071015, 29.23399495248548]"
2,moderate,2107,2,0.0,1.0,"[-6.278400579600919, 6.29447314032139, 6.716303505690886]"
2,moderate,2108,2,0.42857142857142855,0.5714285714285714,"[2.5293731617464124, 4.027876558544419, 3.4821608008662284]"
2,moderate,2109,2,0.6666666666666666,0.3333333333333333,"[7.56559396444884, 1.7307623038389899, 8.092521795542122]"
2,moderate,2110,2,0.0,1.0,"[14.361790773527098, -10.209118343353335, 18.79043457220857]"
2,moderate,2111,1,0.3333333333333333,0.6666666666666666,"[3.883558768448302, 9.828634468863521]"
2,moderate,2112,2,0.2,0.8,"[27.609144401403327, 39.49921310524713, -29.5026795096651]"
2,moderate,2113,2,0.2,0.8,"[2.3193746397480295, 0.21245091663752058, -10.780484883928889]"
2,moderate,2114,2,0.5714285714285714,0.42857142857142855,"[-8.096194157169123, -3.596697071896438, -8.702014572811967]"
2,moderate,2115,2,0.3333333333333333,0.6666666666666666,"[-34.306129152802434, 30.571836855253057, -25.20330675056186]"
2,moderate,2116,2,0.2,0.8,"[-9.070833162472235, 14.62021819126344, -5.243530184208299]"
2,moderate,2117,2,0.6666666666666666,0.3333333333333333,"[-10.35645636311416, 25.392108953657967, -31.19288129353532]"
2,moderate,2118,2,0.8,0.2,"[28.341722591922647, -34.095465233734565, 23.324328658129545]"
2,moderate,2119,1,0.2,0.8,"[-4.269259303186198, 6.538688202275288]"
2,moderate,2120,2,0.42857142857142855,0.5714285714285714,"[-2.888195020541563, -5.39016198341136, -3.8002101412208047]"
2,moderate,2121,1,0.3333333333333333,0.6666666666666666,"[6.510078670213492, -9.490497210947343]"
2,moderate,2122,3,0.6666666666666666,0.3333333333333333,"[-5.311847569434665, 10.497991521224645, -37.80199746618752, 19.44774109985925]"
2,moderate,2123,2,0.0,1.0,"[-3.627415156851206, -1.7833559110367931, -6.402499597552239]"
2,moderate,2124,2,0.3333333333333333,0.6666666666666666,"[-7.88212330419737, -7.3635250504527345, 16.62363791063694]"
2,moderate,2125,2,0.2,0.8,"[4.912059079929383, 3.442970458442085, 7.930660507362334]"
2,moderate,2126,2,0.2,0.8,"[-11.920490223652521, -29.951690979439164, 23.185152849119994]"
2,moderate,2127,2,0.3333333333333333,0.6666666666666666,"[21.90533005529653, 31.436253967275647, -21.54998894374345]"
2,moderate,2128,2,0.2,0.8,"[-24.20905274416856, -40.24264915865982, 32.34863772233496]"
2,moderate,2129,1,0.42857142857142855,0.5714285714285714,"[4.009389158645562, 9.4499831644131]"
2,moderate,2130,2,0.2,0.8,"[4.802604345609493, 0.36655079233135196, -7.620800812679268]"
2,moderate,2131,2,0.2,0.8,"[-31.618677417504664, 45.199248836330774, -47.43596436838525]"
2,moderate,2132,1,0.0,1.0,"[6.102492994217316, -8.486337372332217]"
2,moderate,2133,2,0.2,0.8,"[14.995882182468367, 30.672620351052018, -24.058918570443428]"
2,moderate,2134,1,0.3333333333333333,0.6666666666666666,"[-5.663717455566791, 9.21561402118872]"
2,moderate,2135,2,0.6666666666666666,0.3333333333333333,"[-40.00284833007655, 34.71323849409411, -29.786914647178538]"
2,moderate,2136,2,0.5714285714285714,0.42857142857142855,"[-11.11417174410767, 12.4314907850759, -18.701341368407842]"
2,moderate,2137,2,0.6666666666666666,0.3333333333333333,"[42.20475041190719, -31.31608000086795, 35.33807786694156]"
2,moderate,2138,2,0.5714285714285714,0.42857142857142855,"[26.12043453114915, 25.278623034816253, -31.87867177376229]"
2,moderate,2139,2,0.2,0.8,"[30.950449002215116, -21.508731024404028, 12.637862081689718]"
2,moderate,2140,2,0.8,0.2,"[-18.972778943713216, 22.06760621141453, -7.628735991370872]"
2,moderate,2141,2,0.5714285714285714,0.42857142857142855,"[21.819089002933914, 24.023498793921508, -28.49364668018062]"
2,moderate,2142,2,0.2,0.8,"[5.4730109780076885, 5.547569813914586, 5.026343850821956]"
2,moderate,2143,1,0.5,0.5,"[10.877279354657674, -9.354799534643856]"
2,moderate,2144,2,0.5,0.5,"[4.497396391561992, -4.018847740215827, -7.481200734092259]"
2,moderate,2145,2,0.42857142857142855,0.5714285714285714,"[5.50810411727774, 4.187510980915711, 5.291760057463967]"
2,moderate,2146,2,0.42857142857142855,0.5714285714285714,"[-5.685178409059268, 1.384116425880081, -11.490929511740111]"
2,moderate,2147,2,0.5,0.5,"[3.6390229280444157, -5.80235653221199, -8.98087737832736]"
2,moderate,2148,2,0.0,1.0,"[4.0126940312702555, 2.7153393089527014, 8.013247269538784]"
