true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
1,moderate,1801,1,0.8,0.2,"[11.390275898014025, 12.9191529723454]"
1,moderate,1802,1,0.8,0.2,"[29.57260411558588, 21.77177531932428]"
1,moderate,1803,2,0.2,0.8,"[-8.282543567924858, 5.644277458357232, 3.209498211481857]"
1,moderate,1804,1,0.8,0.2,"[-10.12207348164117, 9.553943070825094]"
1,moderate,1805,1,0.5714285714285714,0.42857142857142855,"[-12.212694734944144, 7.599309798142355]"
1,moderate,1806,1,0.6666666666666666,0.3333333333333333,"[20.237903583156253, -13.312482747843358]"
1,moderate,1807,1,0.0,1.0,"[7.245732075649074, -12.860171568198389]"
1,moderate,1808,1,0.0,1.0,"[-19.489304411170654, 8.414241830628386]"
1,moderate,1809,1,0.5,0.5,"[15.054989597660427, 11.699144528265402]"
1,moderate,1810,1,1.0,0.0,"[5.740864554263489, 8.782905218646942]"
1,moderate,1811,1,1.0,0.0,"[-16.406483738801278, 14.76959055049665]"
1,moderate,1812,1,0.0,1.0,"[-13.125473845210642, 7.534804402914015]"
1,moderate,1813,1,0.0,1.0,"[-38.5325980696766, 10.116920788585515]"
1,moderate,1814,1,0.3333333333333333,0.6666666666666666,"[17.435581019595062, 11.429183680479865]"
1,moderate,1815,1,0.0,1.0,"[8.687978758334516, -10.58751367525177]"
1,moderate,1816,1,0.0,1.0,"[-2.3934216067632863, 7.929953980260375]"
1,moderate,1817,1,1.0,0.0,"[4.889037662016497, 10.699994410227985]"
1,moderate,1818,1,0.5714285714285714,0.42857142857142855,"[9.685592928602015, 8.794005556520986]"
1,moderate,1819,1,0.8,0.2,"[-16.46547272380524, -10.005539637592666]"
1,moderate,1820,1,0.3333333333333333,0.6666666666666666,"[4.351940950157644, -7.180210507731029]"
1,moderate,1821,1,0.2,0.8,"[24.84847371789069, 14.532873382756668]"
1,moderate,1822,1,0.0,1.0,"[0.9283943817509941, 7.805567883059265]"
1,moderate,1823,1,0.42857142857142855,0.5714285714285714,"[-2.081116677784054, 10.935575420619186]"
1,moderate,1824,1,0.2,0.8,"[-7.097508415003571, 7.908216617551632]"
1,moderate,1825,1,0.0,1.0,"[-10.356215869537941, -8.233458044291922]"
1,moderate,1826,1,0.5714285714285714,0.42857142857142855,"[25.67387205117988, -13.458117548445813]"
1,moderate,1827,2,0.0,1.0,"[-21.075498577774223, -11.599058279426227, -3.8536400614626274]"
1,moderate,1828,3,0.5,0.5,"[-11.508442422729843, -14.257899298768123, 70.84384265846325, -49.04945478824393]"
1,moderate,1829,1,0.0,1.0,"[10.800957293167528, 9.851592212029223]"
1,moderate,1830,1,0.5714285714285714,0.42857142857142855,"[11.588157660102045, 11.971204807857639]"
1,moderate,1831,1,0.42857142857142855,0.5714285714285714,"[-10.490995437373112, -11.263886835044229]"
1,moderate,1832,1,0.2,0.8,"[12.629592922236315, 9.757374590747027]"
1,moderate,1833,1,0.3333333333333333,0.6666666666666666,"[-23.244141942517892, -11.927961255141728]"
1,moderate,1834,2,0.2,0.8,"[14.830854745876035, -3.6971340538602506, -5.802649474636954]"
1,moderate,1835,1,0.8,0.2,"[-21.7815920963155, 9.290386460687307]"
1,moderate,1836,1,0.42857142857142855,0.5714285714285714,"[25.358078831168815, 12.399500761096984]"
1,moderate,1837,1,0.5714285714285714,0.42857142857142855,"[-18.430293687850234, -11.846326285141028]"
1,moderate,1838,1,0.0,1.0,"[6.452539301146325, -7.795531725171651]"
1,moderate,1839,1,0.8,0.2,"[-14.429512536529465, -10.329419648417764]"
1,moderate,1840,1,0.8,0.2,"[7.116532129846446, -9.798377413116118]"
1,moderate,1841,2,1.0,0.0,"[-19.85531776398863, -23.76947830943883, 4.503854876918686]"
1,moderate,1842,1,0.2,0.8,"[11.891490516217003, -9.502217585121617]"
1,moderate,1843,1,0.8,0.2,"[8.423624567475631, -9.586792884939072]"
1,moderate,1844,1,0.3333333333333333,0.6666666666666666,"[-4.791399077890186, 9.316371844379864]"
1,moderate,1845,1,0.42857142857142855,0.5714285714285714,"[-23.435884551630036, 12.068087783769794]"
1,moderate,1846,1,0.5,0.5,"[15.58692150667173, 8.502065945995673]"
1,moderate,1847,1,0.8,0.2,"[-3.7085655989640642, -15.186497194622435]"
