dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6
0,0.40566847403672124,16.549713839263827,17.362843733800503,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.6020098094410385,13.220392086620896,13.220392086620896,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.5571080608888053,14.346806785254843,14.22031351356044,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.3285569093305719,19.262495586444288,18.49802547129532,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.904060432155869,13.691379049453388,12.962233871771863,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.5277674698140183,14.920777438821517,14.88032904655832,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.688696054679605,12.148587596399688,11.549816427264373,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.29261137296529227,18.784848807947522,18.87597104989082,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.06891507803788055,19.997771760479814,18.87037748102147,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.7346691336623151,11.392280574302253,10.96754207366952,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.6159650622843353,12.649703329496758,12.920295449695578,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.48253523173529334,16.197436329638222,15.869147906321079,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.2700994438544537,19.06007206623371,19.06007206623371,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.10514641685638104,19.141569598409543,19.141569598409543,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.038075250141312855,20.22586592751234,18.564199610313658,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.5910734304278503,12.216365297583563,13.460226597858533,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.12683903623042725,18.477306131542296,19.25618716156622,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.8647317505308718,11.066249217215665,11.683215086818151,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.5659136368663563,14.301786069911218,14.021962902014831,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.5318167964323042,13.898322674814686,14.789663901936134,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.18202124335710412,20.228171024930525,19.379693395687326,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.4223166993750156,17.102462010136417,17.065812938404765,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.014768579088073164,18.974061295787383,18.289138488424094,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.6139039157499068,12.872521677209045,12.964127469118383,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.33891781083653605,18.26537784652332,18.37044650390209,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.7563583748524325,10.625465011694118,10.807523897491965,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.6745655895970858,11.97704820592866,11.78155799866114,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.36348493582644625,16.334575293438746,18.035927931636888,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.07876811357225921,18.689627371569838,18.95379378046886,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
0,0.6826601923211961,11.349322023362337,11.64623477169289,6,low,1501,2.5038075909542292,2.7264313902113235,18.096235346969163,13.537421071004257,-31.860202987156484,-23.88914793339922,14.009224498558911,15.688084553698856,13.71177676878281
1,0.6393550545226764,-24.92913439578958,-24.732283399637335,6,low,1502,3.4852912289952407,3.32898869088772,-13.053162886440097,-12.456158285694583,-20.671379776171687,10.500835431314032,12.820357432736753,8.317411792144066,-15.233372098276371
1,0.7903089659024125,-26.69501787063281,-26.77113985919575,6,low,1502,3.4852912289952407,3.32898869088772,-13.053162886440097,-12.456158285694583,-20.671379776171687,10.500835431314032,12.820357432736753,8.317411792144066,-15.233372098276371
1,0.5304739279834377,-23.429835667697663,-22.885133608925656,6,low,1502,3.4852912289952407,3.32898869088772,-13.053162886440097,-12.456158285694583,-20.671379776171687,10.500835431314032,12.820357432736753,8.317411792144066,-15.233372098276371
