dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4
0,0.7255069841316273,-108.69597500004893,-108.97032997784548,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.5994109916764302,-106.00672313033873,-106.68529093509679,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.5204006183051989,-105.94231925191474,-106.19869680900041,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.6639263390195264,-107.16667243609751,-107.59227831858439,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.6217811966721121,-106.30571125686951,-106.94205962783792,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.07344223240909442,-102.29119956056451,-102.29119956056451,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.39874234229391337,-106.7339275168007,-106.29157164362167,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.7952354382597215,-111.2580805754673,-111.19396942722788,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.5628378781534142,-107.30765535125965,-106.38487634608049,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.23026528882191832,-105.82151859118672,-106.12966020616606,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.8448346184389552,-119.47067212813944,-113.22032693396932,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.7106870318764072,-109.2213713796217,-108.58994040278778,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.727848594872464,-108.9883215403502,-109.0333363321953,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
0,0.13621487924353892,-103.75190451525879,-104.52851052391998,4,high,4501,3.847129333352835,2.718115173364577,-98.01071895175257,-72.72586926493916,213.7905710168576,-238.85315971184014,73.9398615344205
