true_degree,noise_level,seed,selected_degree,c1,c2,coefficients
1,low,1,1,0.5714285714285714,0.42857142857142855,"[-26.55512846637323, 20.204285820588314]"
1,low,2,1,0.0,1.0,"[-9.91260392820225, -15.47594033406039]"
1,low,3,1,0.42857142857142855,0.5714285714285714,"[-16.726758937836692, 12.908247602862277]"
1,low,4,4,0.5,0.5,"[5.321632300467838, -5.72762094156979, 98.55953220849949, -157.3954998890035, 76.54113740027032]"
1,low,5,1,0.6666666666666666,0.3333333333333333,"[21.528442326975625, 24.6676324897783]"
1,low,6,1,0.2,0.8,"[11.614154867250654, -17.37082479926308]"
1,low,7,1,0.42857142857142855,0.5714285714285714,"[-23.14583134851765, 13.058439042573207]"
1,low,8,1,1.0,0.0,"[-18.07885016710116, -20.739603247801814]"
1,low,9,1,0.0,1.0,"[-11.399262658236653, 11.673752333792068]"
1,low,10,1,0.5,0.5,"[68.42837469998832, -17.166327624909528]"
1,low,11,2,0.2,0.8,"[9.61916966859705, -9.43445590052828, -4.211011137351408]"
1,low,12,2,0.5714285714285714,0.42857142857142855,"[-12.147782559187096, -17.26152088966684, 4.749804702980047]"
1,low,13,1,0.0,1.0,"[-11.952311751063464, 19.350829712573837]"
1,low,14,1,0.5,0.5,"[-14.927276674989653, 16.6880367233436]"
1,low,15,1,0.0,1.0,"[36.465277546416296, -13.114938834336884]"
1,low,16,1,0.42857142857142855,0.5714285714285714,"[-15.983262130285208, -12.616332742928257]"
1,low,17,2,0.2,0.8,"[6.820781360566121, 19.04328063645851, -4.966606845405735]"
1,low,18,2,0.6666666666666666,0.3333333333333333,"[-37.41964000255019, 45.25172460674548, -7.648918091640725]"
1,low,19,1,0.5714285714285714,0.42857142857142855,"[11.757722356008298, 16.783747093139922]"
1,low,20,2,0.2,0.8,"[-18.361797384244337, 10.506745389241704, 5.46374755433333]"
1,low,21,1,0.2,0.8,"[-17.435260147415434, 17.03118310436661]"
1,low,22,1,0.8,0.2,"[12.21299006561616, 12.12523262862227]"
1,low,23,4,0.3333333333333333,0.6666666666666666,"[-19.946989559014405, 42.31515295185186, -131.18776905459956, 223.82081179209789, -121.62591195032407]"
1,low,24,1,0.42857142857142855,0.5714285714285714,"[19.313517262294987, 16.425469033523786]"
1,low,25,1,0.42857142857142855,0.5714285714285714,"[-17.747078356768828, -26.074551955815092]"
1,low,26,1,0.42857142857142855,0.5714285714285714,"[12.656889845570417, 11.06644956413875]"
1,low,27,1,0.0,1.0,"[14.217791741698292, 13.550951327759247]"
1,low,28,2,0.8,0.2,"[46.5988433537083, -29.248841072818074, 6.413655964566971]"
1,low,29,1,1.0,0.0,"[-7.615797236904479, -26.92058209482754]"
1,low,30,1,0.3333333333333333,0.6666666666666666,"[-5.799009424792294, 20.854591825898382]"
1,low,31,2,0.2,0.8,"[-8.285124019821254, 15.893087214382076, -4.055804805204746]"
1,low,32,1,1.0,0.0,"[43.474948019389714, 15.26272072247426]"
1,low,33,1,0.5714285714285714,0.42857142857142855,"[4.949611606279555, -9.56595988279815]"
1,low,34,1,0.5,0.5,"[16.163378859969146, -12.806276411302518]"
1,low,35,1,0.5,0.5,"[-30.707826319389696, -12.725581368988589]"
