dataset_id,x,y_noisy,y_true,degree,noise_level,seed,coeff_scale,coeff_offset,coeff_0,coeff_1,coeff_2
0,0.9242664382503061,52.048387689354996,52.048387689354996,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.432220124575589,49.39874501323329,50.12150350384719,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.9212558962581542,52.80979366826085,52.057169864350726,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.17991297084726687,47.24753025102955,46.50927962639379,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.9477267474539188,51.89909249005784,51.97127334824583,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.5754635891068502,52.06559256964735,51.3805875242752,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.7249793485542405,51.34871213391215,52.08318443264646,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.955288393668707,53.25673309615916,51.94314041854708,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.07003759892347139,45.33466662265916,44.38017193330735,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.8503292202889694,51.54838493663132,52.19079786445225,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.9697768991276005,51.884772323758874,51.884772323758874,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.5249889456563341,51.00235188517683,51.00235188517683,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.44877717998688804,50.8663350600567,50.29634573201592,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.17773003699018153,46.87042713522787,46.47026467617932,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.24397144678493188,47.47202059374762,47.594887226016525,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.8180295375784026,52.944053481754686,52.205063600872016,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.8951136774865651,53.0421897062382,52.12278147115445,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.8247274506924733,51.42203210957159,52.20450138229334,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.6545500270946576,53.18606753292129,51.83005512577255,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.9548016177072854,51.00692078969636,51.94499957787589,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.24593410747117816,48.40292309514768,47.62633814446824,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.04933220629226398,43.938757618375355,43.941174978739,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.2077783291470361,48.119851216706856,46.995609653645865,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.0828455871656898,43.597527875160246,44.6457299802518,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.8028106021768445,51.45166704265613,52.20168042278849,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.7579228402111644,51.36106343189244,52.15400243833723,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.8166557291849676,51.18418102931048,52.20502397301454,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.5897947729239043,50.71721263198341,51.47500219134869,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.7147787073759987,50.89350658199413,52.0551069029695,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
0,0.4323553789708213,52.61121924079497,50.122962823294664,2,moderate,2101,4.681919040651286,2.183104398641885,42.846953051831505,22.869990421991353,-13.972809095707333
1,0.3424850192641795,1.9231594406639454,2.587110039947359,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.6345160832564763,-0.5180318052021535,-0.8874787727972544,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.6149136477901898,0.7462686784707445,-0.6150505578461051,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.7034751024919961,-1.5764162223726388,-1.8906755636816792,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.7443392657703595,-2.5121984368868464,-2.518097401094337,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.8859339799197559,-5.78556009419373,-4.881753780388433,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.32326224073763243,1.54720581165542,2.7719056872751535,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.8233184848783212,-4.953671374352755,-3.800207027901657,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.9394977218648949,-5.46709377121593,-5.852628720575589,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.7248262745718203,-2.420560958626837,-2.2154399679971744,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.5021902952184183,0.8420547481453884,0.8420547481453884,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.04283813218823518,1.4313178347974373,4.850948120671413,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.5913829881412486,-0.20987082396790718,-0.2954790359103185,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.1173884766647858,5.630141831563466,4.41089367126214,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.22871103528192127,4.6387917232308356,3.601900057021845,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.13425461425904317,1.479972845638068,4.300019210155585,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.6193583650164705,-0.4182974838210337,-0.6763272618037658,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.7171398000469124,-1.026032144117661,-2.097753024570172,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.9095868218009004,-5.305282744956336,-5.305282744956336,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.15051833132579007,2.781093589717644,4.1891499679742275,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.8793057772965738,-5.880395344677426,-4.764542083019188,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.2682987338222086,2.5687974079123093,3.2703604644171183,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.3467151331426884,2.57944260196176,2.5457161954826315,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.8481116522354086,-4.206396277931571,-4.221572077046118,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
1,0.49413831751219695,2.5242338977161247,0.9389995724666779,2,moderate,2102,2.238437080909554,2.8304514664207243,5.066900965783132,-4.7266985340289365,-7.340127304842011
