dataset_id,x1,x2,component,generation_type,seed
0,0.4973808268005281,3.8061013749397854,0,stochastic,2000
0,1.5830615536677133,-1.2592330324803034,0,stochastic,2000
0,-0.46998300883641364,1.4740756273728435,0,stochastic,2000
0,2.2097387669401787,-0.07518385999775967,0,stochastic,2000
0,0.8458739030037471,1.2023334115314892,0,stochastic,2000
0,2.1008344389585516,1.0825105185781376,0,stochastic,2000
0,-1.789721438612061,0.9763781185840413,0,stochastic,2000
0,-0.9106401182701369,2.306455347938414,0,stochastic,2000
0,0.9034848340081986,1.1056589149114697,0,stochastic,2000
0,-0.01821758831574316,0.23423088300549066,1,stochastic,2000
0,2.4691428781817915,0.7853964747945843,0,stochastic,2000
0,-0.6656378362237749,-1.9014398410095188,0,stochastic,2000
0,1.0454068669793481,4.449425494409749,1,stochastic,2000
0,2.4753339065237148,0.48630656292565577,0,stochastic,2000
0,-0.0063435364862654,0.37350630489808934,0,stochastic,2000
0,10.515717289034113,3.319870913831902,1,stochastic,2000
0,7.3941084372278105,5.05521924775412,1,stochastic,2000
0,3.4763920833930424,-1.8747085712323757,0,stochastic,2000
0,2.103855759827157,1.3904052301923289,0,stochastic,2000
0,1.1298941616575398,1.2136985687351662,0,stochastic,2000
0,1.583904857116729,1.7546885982123024,0,stochastic,2000
0,-1.1908885859601392,0.7754952195408578,1,stochastic,2000
0,1.9368392504903416,1.8936063311463758,0,stochastic,2000
0,0.2303819303886575,1.7867155528102836,0,stochastic,2000
0,-2.3628878706224157,5.056658660024862,1,stochastic,2000
0,3.6016561541258065,1.6488517997846426,0,stochastic,2000
0,1.3395889837498438,0.6833421263901227,0,stochastic,2000
0,-2.2141754919809467,6.180103632894889,1,stochastic,2000
0,2.2672031535595716,1.2659147924361014,0,stochastic,2000
0,0.6293571144924748,3.4295799778470437,0,stochastic,2000
1,1.1635920966391269,1.5934773686187862,0,stochastic,2001
1,-0.07526522839993155,1.7910566265980168,0,stochastic,2001
1,0.6396920657827484,0.5548501331147919,0,stochastic,2001
1,-0.5175907716922978,4.730998842242,1,stochastic,2001
1,1.0577039900715302,1.1331408417814717,0,stochastic,2001
1,-0.8052162533135643,1.9124227963914804,0,stochastic,2001
1,3.7020912430220316,1.0951742276391574,1,stochastic,2001
1,0.5312743539972363,-0.6179260497894443,0,stochastic,2001
1,0.7061970987712735,-0.09795410401496896,0,stochastic,2001
1,2.365570044867227,2.242547880660269,0,stochastic,2001
1,0.14651389362471956,1.327518554753878,0,stochastic,2001
1,0.034472327356530164,0.7204054701122482,0,stochastic,2001
1,-0.028185288749307258,0.4588639224279839,0,stochastic,2001
1,3.500542999958301,2.040952496536554,0,stochastic,2001
1,1.3130429408448008,2.6331963711780206,0,stochastic,2001
1,1.086351215895806,3.6591494509614866,1,stochastic,2001
1,0.5128947269275597,-2.679739792674244,1,stochastic,2001
1,1.7525179945231248,-1.699458412197187,0,stochastic,2001
1,-0.8338529056736976,1.5732841590857052,0,stochastic,2001
1,1.2210665248539259,1.1806041941694783,0,stochastic,2001
1,0.09440966535829565,1.2922326377516546,0,stochastic,2001
1,0.25765524598514666,3.5539831367133043,1,stochastic,2001
1,2.192395370129586,2.2002345430069967,0,stochastic,2001
1,-1.2232594216292068,0.4548173488539482,0,stochastic,2001
1,2.408527604849272,0.8865389025156541,0,stochastic,2001
1,1.4530359799923918,1.8802033144059556,0,stochastic,2001
1,-0.43488328538657006,0.6767483463925529,0,stochastic,2001
1,-1.8547388518710726,2.8769932161991827,0,stochastic,2001
1,0.19268062390995544,5.924971364800358,1,stochastic,2001
1,-0.9880170148639318,-0.27015578636040805,0,stochastic,2001
2,1.2215338917394987,-0.8800372184352971,0,stochastic,2002
2,0.3148646127763146,1.2995464794613492,0,stochastic,2002
2,0.7767580938469438,0.1672664493867997,0,stochastic,2002
2,2.81410630894897,0.8759663818546036,0,stochastic,2002
2,2.0671212523858307,-1.0354565352484952,0,stochastic,2002
2,1.0453841615907777,3.211298570694982,0,stochastic,2002
2,0.3299465509118028,0.41002970519661686,0,stochastic,2002
2,-0.14340311108735393,1.7207649836257701,0,stochastic,2002
2,6.651875201583671,6.404390220664954,1,stochastic,2002
2,1.472812666506588,3.458083363295624,0,stochastic,2002
2,1.2293619868965968,1.1542975012915735,0,stochastic,2002
2,-0.8763894567155668,0.438033530205132,0,stochastic,2002
